lounge_id,lounge_name,airport,type_of_lounge
50851aa44cb1f8a1fb3a00cfdb6d253f,Koru Lounge,Brisbane Airport,Business Class
6fca1882655fb6e6232a1e45471d34fc,Admirals Club,San Juan Airport,Business Class
95046613c1a632cc877fb4b4d1c5b336,unknown,Manila Airport,Business Class
a9e2769d8e48588a75537a4a9c9699e5,Intra Shengen,Athens Airport,Business Class
f63d9ffca6570cfc72673a15ccf5a60c,unknown,Muscat Seeb Airport,unknown
704176bcae469d06c447f1a0f29f4749,Plaza Premium Lounge,Rome Fiumicino Airport,Business Class
008978160c8adcf5f11ea3cb53505215,Arrivals lounge,Abu Dhabi Airport,Business Class
827eae28a266f86fdda9001d0c06b1bc,Galleries T5,London Heathrow Airport,Business Class
fc4f8eb22823b81cb79150e240e08180,unknown,Da Nang Airport,Business Class
6c9896e8d5af1214869412969bf6c5c8,Bidwest Lounge,Johannesburg Airport,Business Class
909da39ab9773508d1eceb2b88b77f5e,Falcon Gold Lounge,London Heathrow Airport,Business Class
825f87d250e7a60339817fc96750f4a3,unknown,Miami Airport,Business Class
73c898b0fcadb6c6c54b5ab6ae636fa2,Gold Lounge,Bogota Airport,Business Class
b46bbaa4a035e7533c4e6f1269fc28d2,unknown,Bogota Airport,Business Class
832c5ec8d006b890d0845054f630cc2f,Gold Circle,Dublin Airport,Business Class
1ca965cb6b14d228ad0fa8fc1a69524d,First Class lounge,Tokyo Haneda Airport,First Class
bb89b3833d57aefbb739d7aa91dde556,unknown,Tel Aviv Airport,Business Class
f3b0e67485a45e464043b82830fbdf8d,Coral Executive Lounge,Bangkok Don Muang Airport,Pay to Use
ded70513ca16832bbc2846d7aee78e7b,unknown,Abu Dhabi Airport,unknown
d3547a386b46fa3c77a0605c72ea2a01,Upper Class,London Heathrow Airport,Business Class
867004cc168b16e5306f271e42cac18d,unknown,Detroit Airport,Business Class
5cd80f281f1cc608b44518225525339f,Royal Silk Lounge,Bangkok Suvarnabhumi Airport,Business Class
21c2c998c5905ae175620594b885b8f3,unknown,Chennai Airport,unknown
93d8ee7832e1e81e64a679e10eb071bc,Admirals Club,Honolulu Airport,Business Class
794d29d0fede436ebb6a8079d31b3c16,unknown,Thessaloniki Airport,Business Class
c1cb7da0c280a2ff625d1c1611315135,Senator Lounge Schengen,Frankfurt Main Airport,Frequent Flyer
6acffca65b412d117bd9911dde12160e,Escape,Manchester Airport,Business Class
8e744a9a12d289e604a0facf021261e0,Flagship Lounge,Dallas Fort-Worth Airport,Business Class
dfcdb81e0caa6f15d143ce30b17e03bd,Kona Lounge,Melbourne Airport,Business Class
ea17de33b9f3d30156be0e04ac2c4a66,Admirals Club,Miami Airport,Business Class
c22278b4cf8977dd86d2d9f4a3649733,Royal Orchid Lounge,Bangkok Suvarnabhumi Airport,unknown
000a1b94e31921849dff931700d5bafd,T5B Lounge,London Heathrow Airport,Business Class
7563ef8d100857030ab6fad4c4aa170b,T2,Mexico City Airport,Business Class
63230fdc77895a2a77095a366c4a6970,Terraces Lounge,Edinburgh Airport,Business Class
f09b5adc69f5d258691001e6d6e4c937,Galleries First,Johannesburg Airport,First Class
627783762f62fe7cd9be752fcc217b4c,unknown,Darwin Airport,Business Class
016c9124457b7230fc34d2a173349e7c,Domestic,Oslo Airport,Business Class
4c953b2be37d1909861c9452f81b75f1,Qantas Club,Melbourne Airport,Frequent Flyer
6377c29c5cff1e387f031f9bb460ac86,Galleries Lounge,Athens Airport,Business Class
6539c049596e554e541a41a6a317a37e,United Club,London Heathrow Airport,Business Class
c8e4ee5d89628879564cfe491d9ea00c,Dolce Vita,Rome Fiumicino Airport,Frequent Flyer
d62c3a46f2d3f53cd643b82e82ae8689,Queenstown,Queenstown Airport,Frequent Flyer
a208d2eca08926648c5d4aa5e623c2e0,unknown,Phnom Penh Airport,Business Class
81719fb97ab92622be2afd50bfbeb64f,No1 traveller,London Gatwick Airport,Business Class
1a9dfae3ebfdef1f551df395b2ae16d4,Port Lounge,Kolkata Airport,Business Class
275f5a6b43103b84e3ed019bc9d05b7a,Business Class Lounge,Shanghai Pudong Airport,Business Class
023fd75b30af5f618acde541ab6010d9,Plaza Premium,Rome Fiumicino Airport,Business Class
e0160675154cf59c47f27cb4dd9e94da,2M,Paris CDG Airport,First Class
e52afdc07bc7703a53d220ddca05d0f0,Galactica,Moscow Sheremetyevo Airport,Business Class
5a37254e177d0523a9b737fd4a9d3291,Velasquez,Madrid Barajas Airport,Business Class
d05156e0b26947899e07c0340c21abe5,Business Lounge,Ljubljana Airport,Business Class
0503f0627fca6bc5627f300db948f030,Admirals Club,unknown,unknown
24cd296481e55abc40c15ac71d03cda8,Emirates,Bangkok Suvarnabhumi Airport,Business Class
1f0f7ffb459880b2e26617c835a184a0,Sakura / First Class,Tokyo Narita Airport,First Class
a23a9f539bc1ef1c1520387f1795b5c6,Al Mourjan lounge,Hamad  Doha Airport,Business Class
88718db508c844e4dda14e0c3ad1d70a,LATAM Lounge,Santiago De Chile Airport,Business Class
f245898bca350be5aa9d0a31525c80f1,Paradise,Port Moresby Airport,Business Class
a72f99ebd42731fb4b2cf35933fd02d7,unknown,Addis Ababa Airport,Pay to Use
0727ff3751cee10ee42944b39dfd662e,Presidential club,Houston IAH,First Class
11be0db04279a5ca2c07ed9209f2c540,Marhaba Lounge T1,Manila Airport,Business Class
ff5b439e3d79659c452d84b79a814e42,Galleries,New York JFK Airport,Business Class
b0dc78bb1bedf77c053f6688cb2148ab,Oman Lounge at Bangkok,Bangkok Suvarnabhumi Airport,Frequent Flyer
1238aa9fd4b8d9e11347e158ba006c1e,Maple Leaf international,Montréal Airport,Business Class
c71d203f87da9d3281cacb57bf7961a6,Galleries,London Heathrow Airport,Business Class
aa196ab1b83eda55e0f594632b5ebe20,Polonez - HON Lounge,Warsaw Chopin Airport,Frequent Flyer
ee34e2682b5a1b074e0475ee921ae12d,First Class Lounge T5,London Heathrow Airport,First Class
8021d80da8beb9d34043d782b6addf7d,Emerald Sky Lounge,Jakarta Airport,Frequent Flyer
e35a55f787228adc0c74d3fb6b4c1fc8,Gaudi Lounge,Barcelona Airport,Business Class
3139c575f42c1adbc91340c08100d8c5,Galleries Lounge,unknown,First Class
18054b9b13432d26e3620777fa228809,Lisbon Airport,Lisbon Airport,Business Class
334a4800c447c928d5124397c3eeba08,Crowne Lounge,Amsterdam Schiphol Airport,Frequent Flyer
6a88fae907a0de267095be9413c9862d,Skyteam,London Heathrow Airport,Frequent Flyer
0aa70c86b2e20803e3b508304100cc31,Swissport,Athens Airport,Business Class
46285ba84998f88d88b6ec06f98cb567,United Club,Dallas Fort-Worth Airport,Frequent Flyer
f39f5ecbd8d97c1ae005bed507c159fe,S7 Business Lounge,Moscow Domodedovo Airport,unknown
9e289441e6b707eb459bcca23bbd0047,unknown,Perth Airport,unknown
7077367cb3afe7869f1763c576af8d38,Sala Dali,Madrid Barajas Airport,Business Class
6618598c9c4c42e40baa388affb12102,unknown,Alicante Airport,Business Class
5c0f417eed689eb301cbd9463e7a7c1d,Asiana Lounge,Seoul Incheon Airport,Business Class
ececdfc2f2ccbfd5e63f7a22eb45af14,First Lounge,Zurich Airport,First Class
0c4b95782ba3766fb1864382eaa47786,OSL - Lounge,Oslo Airport,Business Class
5c13943c06b1f91ddb4b0b58174e311a,KrisFlyer Silver,Singapore Changi Airport,Business Class
ec35aeb000c74698e4a507271c567f27,China Airlines VIP Lounge,Kaohsiung Airport,Frequent Flyer
a97285c7b8b1844d61fe154263f2be03,Senator / Star Alliance Lounge,Hannover Airport,unknown
d68577d6366068052f33ee33533a09db,Business Class,Abu Dhabi Airport,Business Class
378c27d796dc4dfddf997d9950b223b0,VIP Lounge,Taipei Airport,Frequent Flyer
b0c4331ec95ec07c0c5865faacad8765,Golden Lounge,Perth Airport,Business Class
c2af833e4ffad2b324f2b8e2838f032d,Business Lounge Frankfurt,Frankfurt Main Airport,Frequent Flyer
d3425eb925ac9302e314a132ccaee5aa,United Club,Atlanta Hartsfield Airport,unknown
88bd58e601eca061f5a8b79f5e66aa41,Maple Leaf Lounge,Regina Airport,Business Class
7dd9c6c4cbfc6eea81b3dd1384022c60,Dynasty Lounge,Tokyo Narita Airport,Business Class
c5ddf114742bd97ae5469cd50c8f26a1,Aspire Lounge,Manchester Airport,unknown
ba326a416e82279e72069ba4a557cb35,Business Class,Frankfurt Main Airport,Business Class
2b9148c950832320869632ac51955b59,Emirates Lounge,Melbourne Airport,Business Class
71226332c04da8b9cd3d194b39d85ef7,Plaza Premium,Brisbane Airport,Pay to Use
faf7cd800918d350937aef54ca1937c9,Coral First Class Lounge,Phuket Airport,First Class
875f811c18a35eae9800962bc1e48a5d,Qantas Club,Townsville Airport,Frequent Flyer
4e75f47ff36c8f7ba651e2449fb76720,unknown,Newark Airport,unknown
7b97cf8ab580bc2fa8a7e4cd29ea869e,Chinook Lounge,New York JFK Airport,Business Class
e17ee474756a66c78b617118a9099cb3,Ambassador Transit Lounge,Singapore Changi Airport,Business Class
56aecaf6e30c368f427f42d07e954cae,Admirals Club,Los Angeles LAX Airport,Business Class
44c1462a15c2de56cdf75968678b7584,Schengen,Zurich Airport,Pay to Use
32d3aefd4285a979e6e7da9ed7da8d26,Al Maha,Hamad  Doha Airport,Business Class
42b5f69872e143ec5b9447bc910b31e2,unknown,Birmingham Airport,Business Class
a6870dbe23fb2e137d4e93ea177167fa,Maple Leaf Lounge,Toronto Pearson Airport,Business Class
d1fb8aa2a5702268a3efbab9421acdef,unknown,Sydney Airport,First Class
8b59930bcd76abfa44d8f2428a2e6514,Business class lounge,Washington Dulles Airport,Business Class
a9f3fcf2bdda593018febc9313b7021b,Cloud 9,Addis Ababa Airport,Frequent Flyer
aaffdf789c53656218e0880540de6868,Senator Lounge,Zurich Airport,unknown
80015c2d7a4fd03afabcfdfdea0ac663,Turkish Airlines Lounge,Washington Dulles Airport,Members
cc3432883aa80abcb8cea3acb1c5a451,unknown,Mumbai Airport,Business Class
752a8584fb59f1828be9918e0bc02416,unknown,Philadelphia Airport,Business Class
2ccf6674c36cc474b4760a97b8d7bfbf,Copa lounge,Panama Tocumen Airport,Business Class
0cd64cf8682d39e73144a46c7ea1a11b,AIR NEW ZEALAND BUSINESS CLASS LOUNGE REVIEW,Auckland Airport,Business Class
7d9539cff0732601c4002d01911d780f,Charles De Gaulle 2E,Paris CDG Airport,Business Class
4ff41f8b7834fc6737321bc68c321598,unknown,Adelaide Airport,Business Class
d04035d475b657ca5bc171836e58379b,Maple Leaf,Los Angeles LAX Airport,Business Class
9eb271a0654d5a8ffb1a653bf94270a3,Koru Lounge,Auckland Airport,Frequent Flyer
9dd1faba3a8efb50f3bdc079606f0695,unknown,Shanghai Pudong Airport,First Class
eaa3af1a4fac11d93775dcc7481aa124,Sala VIP Pau Casals,Barcelona Airport,Business Class
6b010ef0f47c003787b9fc50776f905d,Admirals Club,Chicago O'Hare Airport,Business Class
c7196cc6f9ab799eaf107a3b82f9e8bd,unknown,Istanbul Airport,Frequent Flyer
d9d68ea131dfc21cb0a73b2a2c320d16,unknown,Sofia Airport,Frequent Flyer
08c08fcb792554973b19da6e4f012b1c,Al Mourjan Lounge,Doha Airport,Business Class
11daaf310677d83fbe1ef1ba37c10ae4,Terraces Lounge,Geneva Airport,Business Class
2f64fc4bf2d9fdea1c96845bd494a8fc,AIR NEW ZEALAND BUSINESS CLASS LOUNGE REVIEW,unknown,Business Class
d8e066a40152b402e43f95ceecf9c795,SilverKris Lounge,London Heathrow Airport,Business Class
c90b1ae6b5405107177413d3731dadcb,E Terminal Lounge,Zurich Airport,Business Class
94ad688c19ac7c773542e208b18fd452,United Club,Chicago O'Hare Airport,unknown
c3a0e1e600827b0b324de625b0dffacf,unknown,Xiamen Airport,First Class
aee7c1a81be9ac08e1bd5ec474f35011,ANA,Lisbon Airport,Members
d5fa511132cfed8f3914c9b9fed443df,unknown,Johannesburg Airport,Business Class
edaa57de0c88e33f1198ab2d434b917b,Alfursan,Cairo Airport,First Class
1efd849bc4073b5cd05abbc1625d78bb,unknown,Delhi Airport,Frequent Flyer
26227f30e1efc523ad203a1947c1a838,Velazquez,unknown,Business Class
fe677bc50a2566932504b4c98c5c2aa5,Plumeria Lounge,Honolulu Airport,Business Class
aee43d9a812f19c597518e0ce1b9ecc8,unknown,Quito Mariscal Airport,Business Class
ba7dfad6bb608fa5b24f2646289f31c3,unknown,Bandar Seri Begawan Airport,Business Class
718d2952e0bdef50ee5ec09f4bd831a6,Galleries Lounge,Vancouver Airport,Business Class
446f4bee22f1db74f0d569f009c5fc01,Aspire,Newcastle Airport,Pay to Use
a3be924d271500a5b8abc064f4f65fcb,unknown,Seoul Incheon Airport,First Class
82e79f1a313f30fa6288347a3a2ed543,Terraces Lounge,London Gatwick Airport,unknown
be95871e5bd6f483c88e5851e22e3410,unknown,Atlanta Hartsfield Airport,First Class
14a7ffc56b72264562d2793346c73e5f,Hainan Club T2,Beijing Capital Airport,Business Class
a4f840fc080d06087d51a5bb0dfe38f7,SkyClub,Seattle Airport,Business Class
83f5ce58339306c026f4e4e7821041be,unknown,Gothenburg City Airport,Business Class
383fdfc37a51f91cd681cd6d18189dd2,Sakura,Tokyo Narita Airport,Business Class
4ab6ca587a39d0db6427dabc74cc7e15,Golden Lounmge,KLIA Kuala Lumpur Airport,Business Class
8ddd6a948261f1d6f61ca1b3143961e2,Sydney,Sydney Airport,Business Class
09e37495877d9841a0a6fe9ebe933989,Ahlan Business Lounge Dubai,Dubai Airport,Business Class
e2b0ce4fb3fa79f92b7983d8eb6bae8f,Polaris Lounge,San Francisco Airport,Business Class
c6f21adf6fad5a2866e8fdd579a1cd9d,Diners Club,Bangkok Suvarnabhumi Airport,Frequent Flyer
3e15a21dc10d946de9a746a7c554cff3,Star Alliance,Singapore Changi Airport,Business Class
ab39fd2ed7c04a1c3ee03de9ab75aa72,Terraces Lounge,Cape Town Airport,Business Class
a604c513cc134f8c2a25d028b6b655d3,unknown,Pleiku Airport,Business Class
1e7ae8e8639c4eec5598b59fbbb23c37,Senator Lounge B-Gates,Frankfurt Main Airport,Frequent Flyer
d3d580287e3aebc37266f48c1ff866bd,International departures,Chiang Mai Airport,Business Class
fc2f2d816e8eb7b467871cb98eed86bb,Domestic Lounge,Beijing Capital Airport,First Class
26d8f090746582b38549984125935e32,unknown,Kansai International Airport,Business Class
c8a0db9a7d664b24a7173337299c82b1,Executive Club,Houston IAH,Business Class
822b4861d00724a160647dc529db5bfe,Platinum / Gold Lounge North,Hamad  Doha Airport,Members
9422a5d4a8b3df41133b1dd515814fab,Business lounge,Sydney Airport,Business Class
bbe8b74fc522e2af8cac629304280654,Plaza Prermium,KLIA Kuala Lumpur Airport,Business Class
8132a5d449d6f36828659ea30367b1ec,unknown,Cape Town Airport,Business Class
7d72588c89a5f9332e712fcd9a82f06c,unknown,Raleigh-Durham Airport,First Class
44379a00e2b4936c90199940f27b3ea0,Dynasty Lounge,Hong Kong Airport,Business Class
ded1570f6d51e3dd0b0340275607556b,Gold lounge,Copenhagen Airport,Business Class
d4ae81f474c42ebb17ddfefce3e8d160,Terminal 1,Addis Ababa Airport,Business Class
fadbb9bac5c5031e44bc4295cff6b2d3,Baobab Lounge,Johannesburg Airport,Business Class
92f5b39d626f7071dff3a7c9bb8e5fa1,Denver B23,Denver Airport,Members
3b2d542c03857396d0e9c1ae288a50cb,Air Serbia Premium Lounge,Belgrade Airport,Business Class
8fcaf4cfc274a260d734afb20311891d,Senator Business Class Lounge,Frankfurt Main Airport,Frequent Flyer
d53ab2ccbf380b0154d5bfff5c4001c0,Terminal A,Zurich Airport,Business Class
dbc0547409584153eade983bfbeed6f8,unknown,Chiang Mai Airport,Business Class
474643b3bf11f9d7db04a47ab59d8e54,unknown,Saidpur Airport,Pay to Use
947dec6e9683b4941453297bb365c71c,SATS Premier Lounge Terminal -3,Singapore Changi Airport,Pay to Use
6750c66e21b6a5e38e1c6e236b17e82f,Rose Lounge,Ho Chi Minh City Airport,Business Class
8d9c049968b9787a960e852e6d2d6fdc,unknown,Montréal Airport,Frequent Flyer
794042eb22cb3b319745756a57f6cb2f,Maple Leaf,Toronto Pearson Airport,unknown
a5ce338c58ba37fc21ce81cfa1798af0,United Club,Newark Airport,Business Class
f18769b28c3f65e2c9d076abeb79224a,SATS Premier Lounge,Singapore Changi Airport,Members
fcfa0beaf45e377ffa06351e9622891a,Terraces Lounge,San Francisco Airport,Business Class
bd6ebf335a58d2725c9951633eda497a,Silverkris Lounge,Hong Kong Airport,Business Class
3c41aa458b23d54559467d411ea7d98f,unknown,San Francisco Airport,Frequent Flyer
c8007a788bdc32a21936ca9d81924b71,Star Gold / Senator Lounge,Vienna Airport,unknown
8a4b7b73f3860421d0f78a326e4f66e8,Business lounge,Split Airport,Business Class
5fb9fda53ec0bfc4eb7e8e0c65cd2377,unknown,Krabi Airport,unknown
7f28e1ca9424573f0800384540a6340e,SJO American Express,San Jose Intl Airport,Members
1a79e63650656d110a0e93971631d4fb,Maple Leaf Transborder,Toronto Pearson Airport,Business Class
9c1e63ac9e9cc107065dc714e41ab775,Oneworld Lounge,Los Angeles LAX Airport,First Class
cfa4334b01bd555229251cdcab3355f1,Puerta de Alcala,Madrid Barajas Airport,Business Class
01e39ec1590ad2e1e0d2e45838da1ea2,Plaza Premium,Hong Kong Airport,Members
36ed4ab7b41561e83f2590515e19ed98,Royal First Lounge,Bangkok Suvarnabhumi Airport,First Class
c4077407eb2b10e82dce33ab7e16c8fe,Boardroom,Anchorage Airport,Frequent Flyer
bff25a208cf57ca11e4ed1d2e85a0207,T3,London Heathrow Airport,Business Class
e6573d861bb26ac82b463731821da57d,Ahlan First Class Lounge,Dubai Airport,First Class
afa780297895e5596c867988e1038460,Absheron Lounge,Baku Airport,Members
cb6b786d0b7f633cd4f401c356baf2e1,Star Alliance Lounge,Paris CDG Airport,First Class
4fbb6dab438de9fa225dafee2fe29156,unknown,Kiev Borispol Airport,Business Class
ef3b9cb119a7b4e6be3790764a768c0a,First wing,London Heathrow Airport,First Class
08f93351d594ffd75c7c042304a62a34,Concourse C,Dubai Airport,Business Class
431f06dbd89ab4446e1590ff4bc8b350,Maple Leaf Lounge,Frankfurt Main Airport,Business Class
faf502a9a4e50a36c9f4a0c7f9aaad04,unknown,Luxembourg Airport,Business Class
48128ace3334ebc8e47be9e6831eda39,=,Beijing Capital Airport,Business Class
a57fe8b6a6c46476258c0c586866f338,Alfursan,Riyadh Airport,Business Class
c035154d299448f22a38519dba205ff9,Gold Lounge,Stockholm Arlanda Airport,Members
41745f6641c7e93b090aa7f3a98d0853,Plaza Premium,Bangalore Airport,Business Class
3ccbc398e62b09bd3b6bc20be99bd550,unknown,Boston Logan Airport,Frequent Flyer
ba567476ba02807031d86ac7773eb3a1,Skyview,Singapore Changi Airport,Business Class
8cf1f9ae4e0aab399fc5730d440efff4,The Lounge,Harare Airport,Business Class
d1939c1a56e7aecdef45761164e1b254,Thai Domestic Lounge,Bangkok Suvarnabhumi Airport,Frequent Flyer
151a0d774c780c7d794af1bcc89bae57,Strata Lounge,Auckland Airport,Frequent Flyer
ac5bef01375e40f1de5a0e7344956b2b,Club / Star Alliance,Charlotte Airport,unknown
59cb4f3423a5db3405595d6209560104,Business,Warsaw Chopin Airport,Business Class
c0f110300600bf33ade51d0c53fcb531,Senator Lounge,Frankfurt Main Airport,First Class
68494aecd61ac625f8dc1dbe43da980c,United lounge,Honolulu Airport,First Class
bcc3c3d44f9e20cb4fa64f1812f6fc5d,Premium Lounge,Bangkok Suvarnabhumi Airport,Business Class
c8f6d9b305b558be9a8bb2c6d78e7594,Clubhouse,Chicago O'Hare Airport,unknown
12e3ea7ae8e8e03c1abc76ae81cc6185,Cloud Nine Lounge T2,Addis Ababa Airport,Business Class
deb7983163cbba3d0eb0c539c760fa66,Al-Safwa,Hamad  Doha Airport,First Class
cf8d1cf3a34f12d044e3cfce4dfc9508,Krisflyer,London Heathrow Airport,Business Class
6e87fe28de15676c21f12e5068b99760,Le Saigonnesse,Ho Chi Minh City Airport,Business Class
e397f9a567f4eae4c7971b3bf04a71bb,Star Alliance,Geneva Airport,Frequent Flyer
e98c5e91d5f5a0e7be35de3d0d294d0b,unknown,Toulouse Airport,Business Class
3ab23c417ea3cdaebf006cc4ae6c9426,Good times,Goa Airport,Pay to Use
e005bb1f595369a733513214dac62519,Clubhouse,London Gatwick Airport,unknown
11986c23312d60146d160f6da77548df,Club lounge,Boston Logan Airport,Business Class
de8bd66cdf0a6c7b24dc2e5378bf97a2,United Club C16,Chicago O'Hare Airport,Frequent Flyer
600a3e270047c3ee39cd265ffde64e0e,Safari VIP Lounge,Mombasa Airport,Business Class
2843829201ead68560ea026cc9f29971,AMERICAN AIRLINES FIRST CLASS LOUNGE REVIEW,New York JFK Airport,First Class
ad8976c87547735aaf17e2ff18cc49f9,unknown,Pisa Airport,Business Class
aa0437d5d184d36ee5fddfc867f8aa77,No 1 Traveller,Birmingham Airport,Frequent Flyer
28d763e7fbe82dc840795fd929cb6a49,Zanzibar Dhow,Zanzibar Airport,Business Class
792cb7aa89d2f9f64cd745bc807ff9d1,unknown,Wellington Airport,Business Class
887aadfdc907d30666e3a48ffe9a6b93,Global one,Washington Dulles Airport,First Class
78fb3c535ca995fe793188061f849bf5,Domestic Lounge T2,Manila Airport,Business Class
b7f5b67cb0e06c8162aa2dab62cc4b19,SAS Gold Lounge,Oslo Airport,Frequent Flyer
bc395927f6b0a4395b5e9b24ef67d729,Star Alliance Lounge,Munich Airport,Business Class
e7418733eca56fb9c2c3abff7d8c684f,Admirals Club,Dallas Fort-Worth Airport,First Class
2dafa702dc2792362d1ef1169a3c49f5,unknown,Lisbon Airport,Pay to Use
6bd5c4e338011a31b016a3dcd5a3b240,Frequent Flyer,Ho Chi Minh City Airport,Frequent Flyer
1ac30928607c5fc8875da4378fea051a,SAS Arlanda Domestic,Stockholm Arlanda Airport,Frequent Flyer
13b53ac904b8c8aa0f48c60950dae490,unknown,KLIA Kuala Lumpur Airport,Pay to Use
618a40ff5c3e42fe99163f6aeb124532,Salon Vallée de Mai,Seychelles Airport,Pay to Use
df0055fedcd0b3eb385187d00f496b9e,First & Business Lounge,London Heathrow Airport,First Class
565c6b6a64c94a576e6977f2a9b252cd,unknown,Abu Dhabi Airport,Business Class
d44439e7ea3104cd4138ee1fe6516c19,unknown,Toronto Pearson Airport,Business Class
4eed4853a33f911a60a7c442b3e7709e,Mabuhay Lounge,Manila Airport,Members
189531fd8787148a5e10e3612e1891fb,Gatwick Lounge,London Gatwick Airport,Business Class
3bb60d5e912bda14ea9729e721da0c3e,unknown,Vienna Airport,Business Class
afb574827801bb08b7299c824bbc9a85,Star Alliance,Los Angeles LAX Airport,Business Class
583a60d0ff4631c26b502eaae1ef6c37,Senator Lounge,Washington Dulles Airport,Business Class
51cf639cb5c0a9fa547e59b5f35f08a0,unknown,London Heathrow Airport,unknown
abbf0c0506cddeb90c855586d9799b22,Louis tavern,Bangkok Suvarnabhumi Airport,Business Class
894d97df21042610071d8d48929f2725,unknown,Las Vegas Airport,Business Class
3e38ea2c9c40fca0e689c9896b126ba7,London,London Heathrow Airport,First Class
16f7930babcc5cfafdc0cc7d51c96517,Flagship Lounge,Chicago O'Hare Airport,First Class
44dfc2f1a467faf55159807abc505529,Gatwick North No 1 lounge,London Gatwick Airport,Pay to Use
6f81e9e7c456c5875daf27f1e831d0cb,unknown,Perth Airport,Business Class
c96404fba77314115cb8b2136020311e,Plaza Premium Lounge,Bangalore Airport,Frequent Flyer
7aa88beeabfd5ddbf0e6f2aa9dbc72b2,Admirals Club,unknown,Business Class
96d9041e58ef23af7d8d0eddb5308b71,unknown,Newark Airport,Business Class
293110581acde4d2158a28dfd68b8463,Joan Miro,Barcelona Airport,Business Class
1f87dc67761c91307200cd4727ea6c26,unknown,Athens Airport,Business Class
e1cd98f0e3370d7c728306cef7a02a89,Admirals Club,Miami Airport,unknown
2b1a9799af27a2b46fc5c4733716f846,Star Gold Lounge,Washington Dulles Airport,Business Class
e143bf088cc848d26ab5b3d988f270f1,unknown,Muscat Seeb Airport,Business Class
8d0cf9314390baf6a606a1578c10eb3c,Mingalabar Sky Lounge,Yangon Airport,Business Class
a1664b0373c0b48c558062c19a17f34d,Al Maha Transit Lounge,Hamad  Doha Airport,unknown
e80618d8034710a1a9e99611c98818ba,Senator Lounge Dock A,Zurich Airport,Frequent Flyer
9c0e5cd6b927bae5fa5f19e7f053bbdb,Sky Lounge,Detroit Airport,Members
58abe251893aa7f6e0f397ad250bb1b4,unknown,unknown,First Class
b9af223f8b0cf91628201b3d06c556e7,unknown,Vnukovo Airport,Business Class
52ac104a76a1014553abacfd7b47cb79,Silver Kris First Class,Singapore Changi Airport,First Class
d8112dc4459eac69854ded71788b9b4c,Business Class Lounge,Munich Airport,Business Class
95d3486df572a4fe07ee69508577c670,unknown,Tokyo Narita Airport,unknown
50975497780277a26470504443c069c7,unknown,Doha Airport,First Class
815cc69ecf91aea9d155662323ceba71,Business Class,Barbados Grantley Adams Airport,Business Class
e26e248e2e5485493f2569b13d6f41e7,Plaza Premium,Toronto Pearson Airport,unknown
21e717edfd3d5483c0a3630f588675a0,unknown,Los Angeles LAX Airport,Frequent Flyer
37a67d2b8587a32286449b603f0f383d,OSL lounge,Oslo Airport,Business Class
46d868f337b2e43311db8a7d7d259727,First,Abu Dhabi Airport,First Class
e6e286209dec5491b9ba548b61db3424,Tarom Lounge,Bucharest Otopeni Airport,Business Class
eef31274d5cf767b9f294f72036abaf9,unknown,Zurich Airport,First Class
dc82897bea9f2c8514a736b43d5ec0ee,United Club - Terminal E,Houston IAH,Frequent Flyer
b1ee633478fe51024e7a5ca6229fda31,Koru,Auckland Airport,Business Class
17a6f103735623623527534a3ec4f9ca,unknown,Beijing Capital Airport,Frequent Flyer
d34e66edf5c9eaae38256fb46d06cdfd,Al Mourjan,Doha Airport,Business Class
28025679a23ae352dedd3267b20e8276,Pau Casals,Barcelona Airport,Frequent Flyer
1f148960d84f9bde681eaeadd98f8e61,unknown,Colombo Airport,First Class
df78111c86a69847128d0df615dcd746,AA Flagship Lounge,New York JFK Airport,First Class
ca9f63238346c1b8d750f60bdba26e5d,unknown,Basel Mulhouse Airport,Business Class
c4d5e283a9e1ddc79a83faea5dafa17f,SkyClub,New York JFK Airport,unknown
22a84b59b9daed4525abe146222e220e,Swissport Lounge,Larnaca Airport,Frequent Flyer
e3cabd80d0a12cad69fe301fbaa769d0,T5 Galleries South,London Heathrow Airport,Business Class
2c5077a6d698b9df53e07c09544fee3a,Royal Silk,Hong Kong Airport,Business Class
84f5b8887494f3fb6d653b83352bc895,unknown,Belgrade Airport,Business Class
78661de18ffffeed976746cf366e7d1e,Air France,Berlin Tegel Airport,Business Class
25fefbe9a1f40632fd48640945fe4e79,Aegean Lounge,Athens Airport,Business Class
3aa0c41d15dbd86eb20f442ce187145a,CIP Lounge,Istanbul Airport,Frequent Flyer
4e8a46f44a5f4b89f59f77e8c6239291,unknown,Chengdu Airport,Business Class
33360db24d3032508d29aa4f56b21887,Giotto,Rome Fiumicino Airport,Business Class
c38ebfa64bc1cb93a0edc64122f56c65,Club lounge,Bermuda Airport,Business Class
8f8c00701e065530fb5eefd5d7a09b21,unknown,Yangon Airport,Business Class
67c9886e506c8974b017a9b227db4197,unknown,KLIA Kuala Lumpur Airport,First Class
5eb9d4809917b4786c1b3ac08d0d8610,unknown,Chennai Airport,Business Class
617de5e83157041714c6024cc20ef31d,Skyserv Lounge,Athens Airport,Business Class
10d47c2964478ade57e51c77c8bea8b5,Aspire Lounge 41,Amsterdam Schiphol Airport,Business Class
bd91e1367f86a0ce99790df811413c34,unknown,Sao Paulo Guarulhos Airport,unknown
